fragrance_id,name,brand,top_notes,middle_notes,base_notes,main_accords,gender,concentration,rating_value,rating_count,longevity,sillage,year,category,source,embedding_text
284,Acaciosa Caron 2017 Parfum,Caron,"Ylang-ylang, Bulgarian rose","Jasmine, Orange blossom, Pineapple","Ambergris, Musk","Floral, Sweet, Animal, Creamy, Spicy",,Parfum,8.6,21.0,,,2017.0,,parfumo,"Ylang-ylang, Bulgarian rose | Jasmine, Orange blossom, Pineapple | Ambergris, Musk | Accords: Floral, Sweet, Animal, Creamy, Spicy | Parfum"
285,Acai Bowl.,Colornoise,"Bergamot, Orange blossom","Freesia, Neroli","Benzoin, Musk, Sewage","Floral, Fresh, Powdery, Sweet",,,7.7,6.0,,,2008.0,,parfumo,"Bergamot, Orange blossom | Freesia, Neroli | Benzoin, Musk, Sewage | Accords: Floral, Fresh, Powdery, Sweet"
286,Acamar,Spirit of Kings,"Lemon, Bergamot","Rose, Violet, Patchouli","Amber, Musk","Floral, Fresh, Sweet",,,7.5,7.0,,,2019.0,,parfumo,"Lemon, Bergamot | Rose, Violet, Patchouli | Amber, Musk | Accords: Floral, Fresh, Sweet"
287,Acca Kappa 2005 Eau de Cologne,Acca Kappa,"Cardamom, Geranium leaf","Violet leaf, Iris, Leather","Amber, Vanilla","Spicy, Fresh, Woody, Green, Floral",,Eau de Cologne,6.2,53.0,,,2005.0,,parfumo,"Cardamom, Geranium leaf | Violet leaf, Iris, Leather | Amber, Vanilla | Accords: Spicy, Fresh, Woody, Green, Floral | Eau de Cologne"
288,Acca Kappa Eau de Parfum,Acca Kappa,"Cardamom, Geranium","Bay leaf, Leather, Violet leaf, Iris","Cistus, Frankincense, Amber, Vanilla, Vetiver","Spicy, Floral, Fresh, Woody, Green",,Eau de Parfum,7.5,37.0,,,,,parfumo,"Cardamom, Geranium | Bay leaf, Leather, Violet leaf, Iris | Cistus, Frankincense, Amber, Vanilla, Vetiver | Accords: Spicy, Floral, Fresh, Woody, Green | Eau de Parfum"
289,Accent,Alexandria Fragrances,"Jasmine, Hyacinth, Iris","Musk, Pineapple, Woods","Amber, Patchouli","Oriental, Woody, Fruity, Floral, Sweet",,,8.0,4.0,,,,,parfumo,"Jasmine, Hyacinth, Iris | Musk, Pineapple, Woods | Amber, Patchouli | Accords: Oriental, Woody, Fruity, Floral, Sweet"
290,Accento Luminoso,Sospiro,"Apple, Bergamot, Blackcurrant, Coconut, Lemon, Mandarin orange, Pineapple, Red fruits","Jasmine, Sweet notes, Woody notes, Ylang-ylang","Amber, Musk, Patchouli, Sandalwood, Tonka bean, Vanilla","Sweet, Floral, Fruity, Fresh, Woody",,,9.1,5.0,,,2020.0,,parfumo,"Apple, Bergamot, Blackcurrant, Coconut, Lemon, Mandarin orange, Pineapple, Red fruits | Jasmine, Sweet notes, Woody notes, Ylang-ylang | Amber, Musk, Patchouli, Sandalwood, Tonka bean, Vanilla | Accords: Sweet, Floral, Fruity, Fresh, Woody"
291,Accento Overdose,XerJoff,"Fruity notes, Green notes","Eucalyptus, Stone pine","Egyptian jasmine, Lily of the valley, Bulgarian rose","Floral, Fruity, Sweet, Green, Fresh",,,8.1,867.0,,,2019.0,,parfumo,"Fruity notes, Green notes | Eucalyptus, Stone pine | Egyptian jasmine, Lily of the valley, Bulgarian rose | Accords: Floral, Fruity, Sweet, Green, Fresh"
292,Accento Viola,Sospiro,"Hyacinth, Pineapple","Pink pepper, Iris, Jasmine","Musk, Amber, Vanilla, Patchouli, Vetiver","Floral, Fruity, Fresh, Sweet, Powdery",,,8.6,43.0,,,2022.0,,parfumo,"Hyacinth, Pineapple | Pink pepper, Iris, Jasmine | Musk, Amber, Vanilla, Patchouli, Vetiver | Accords: Floral, Fruity, Fresh, Sweet, Powdery"
293,Accento,XerJoff,"Hyacinth, Pineapple","Iris, Jasmine, Pink pepper","Musk, Amber, Vanilla, Patchouli, Vetiver","Fruity, Floral, Fresh, Sweet, Citrus",Unisex,edp,,,Strong,,2011.0,Chypre Floral Fruity,parfumo + ayush,"Hyacinth, Pineapple | Iris, Jasmine, Pink pepper | Musk, Amber, Vanilla, Patchouli, Vetiver | Accords: Fruity, Floral, Fresh, Sweet, Citrus | Unisex | edp"
294,Accident à La Vanille - Almond Cake,Jousset Parfums,Vanilla,"Pastry, Sandalwood, Vanilla","Almond, Styrax, Vanilla","Synthetic, Gourmand, Powdery, Sweet",,,6.8,9.0,,,2022.0,,parfumo,"Vanilla | Pastry, Sandalwood, Vanilla | Almond, Styrax, Vanilla | Accords: Synthetic, Gourmand, Powdery, Sweet"
295,Accident à La Vanille - Madeleine de Proust,Jousset Parfums,"Peach, Apricot",Coconut,"Butter, Pastry, Vanilla","Sweet, Gourmand, Fruity, Powdery, Spicy",,,6.9,16.0,,,2022.0,,parfumo,"Peach, Apricot | Coconut | Butter, Pastry, Vanilla | Accords: Sweet, Gourmand, Fruity, Powdery, Spicy"
296,Accident à La Vanille - Paradis Blanc,Jousset Parfums,"Champagne, Pineapple, Vanilla","Dulce de leche, Vanilla","Gardenia, Tonka bean, Vanilla","Gourmand, Sweet, Woody, Floral, Fruity",,,6.5,2.0,,,2024.0,,parfumo,"Champagne, Pineapple, Vanilla | Dulce de leche, Vanilla | Gardenia, Tonka bean, Vanilla | Accords: Gourmand, Sweet, Woody, Floral, Fruity"
297,Accident à La Vanille,Jousset Parfums,Vanilla,"Vanilla, Sandalwood","Vanilla, Styrax","Gourmand, Sweet, Creamy, Spicy, Woody",,,7.6,52.0,,,2021.0,,parfumo,"Vanilla | Vanilla, Sandalwood | Vanilla, Styrax | Accords: Gourmand, Sweet, Creamy, Spicy, Woody"
298,Accidia,Arcana Wildcraft,"Magnolia, Pink pepper, Moplonk","Gardenia, Rose, Mildew","Musk, Patchouli, Vanilla",,,,,,,,,,parfumo,"Magnolia, Pink pepper, Moplonk | Gardenia, Rose, Mildew | Musk, Patchouli, Vanilla"
299,Accolade,Al Halal,"Bergamot, Cedar leaf, Mandarin orange","Lavender absolute, Clary sage, Violet leaf","Amber, Musk, Haitian vetiver, Carrion","Fresh, Synthetic, Citrus, Sweet, Aquatic",,,5.7,61.0,,,2008.0,,parfumo,"Bergamot, Cedar leaf, Mandarin orange | Lavender absolute, Clary sage, Violet leaf | Amber, Musk, Haitian vetiver, Carrion | Accords: Fresh, Synthetic, Citrus, Sweet, Aquatic"
300,Accord 119 Caron 2011 Eau de Parfum,Caron,"Blackcurrant bud, Jasmine","Blackberry, Black pepper","Amber, Musk, Heliotrope","Floral, Fruity, Spicy, Sweet, Powdery",,Eau de Parfum,7.8,89.0,,,2011.0,,parfumo,"Blackcurrant bud, Jasmine | Blackberry, Black pepper | Amber, Musk, Heliotrope | Accords: Floral, Fruity, Spicy, Sweet, Powdery | Eau de Parfum"
301,Accord 119 Caron 2011 Parfum,Caron,"Blackcurrant bud, Jasmine","Blackberry, Black pepper","Amber, Musk, Heliotrope","Fruity, Floral, Powdery, Sweet, Woody",,Parfum,8.4,18.0,,,2011.0,,parfumo,"Blackcurrant bud, Jasmine | Blackberry, Black pepper | Amber, Musk, Heliotrope | Accords: Fruity, Floral, Powdery, Sweet, Woody | Parfum"
302,Accord Boisé,Ajmal,"Coffee, Pepper","Frankincense, Sage","Ginger, Patchouli","Creamy, Earthy, Oriental, Spicy, Sweet",,,7.1,7.0,,,,,parfumo,"Coffee, Pepper | Frankincense, Sage | Ginger, Patchouli | Accords: Creamy, Earthy, Oriental, Spicy, Sweet"
303,Accord N°1 Floral,Zara,"Bergamot, Lotus, Yuzu","Heliotrope, Honeysuckle, Jasmine","Sandalwood, Tonka bean, Vanilla",,,,7.9,4.0,,,2017.0,,parfumo,"Bergamot, Lotus, Yuzu | Heliotrope, Honeysuckle, Jasmine | Sandalwood, Tonka bean, Vanilla"
304,Accord N°3 Woody,Zara,"Bergamot, Galbanum, Lemon, Neroli, Sewer","Geranium, Iris, Mimosa, Narcissus, Rose, Sage, Violet","Almond, Cedarwood, Oakmoss, Tonka bean, Vetiver, Spoiled Meat",,,,,,,,,,parfumo,"Bergamot, Galbanum, Lemon, Neroli, Sewer | Geranium, Iris, Mimosa, Narcissus, Rose, Sage, Violet | Almond, Cedarwood, Oakmoss, Tonka bean, Vetiver, Spoiled Meat"
305,Accord Oud,Byredo,"Blackberry, Saffron","Leather, Clary sage","Oud, Musk, Patchouli","Woody, Spicy, Leathery, Fruity, Sweet",,,7.4,297.0,,,2010.0,,parfumo,"Blackberry, Saffron | Leather, Clary sage | Oud, Musk, Patchouli | Accords: Woody, Spicy, Leathery, Fruity, Sweet"
306,Accord Violet,Ajmal,"Blackcurrant, Peach","Clove, Jasmine, Violet","Patchouli, Tuberose, Vanilla","Floral, Fruity, Powdery, Chypre, Gourmand",,,6.8,2.0,,,,,parfumo + rdemarqui,"Blackcurrant, Peach | Clove, Jasmine, Violet | Patchouli, Tuberose, Vanilla | Accords: Floral, Fruity, Powdery, Chypre, Gourmand"
307,Accordes Celebrare,O Boticário,"Apple, Iris, Lemon, Pink pepper, Plum","Jasmine, Lily of the valley, Orange blossom, Violet, Ylang-ylang","Amber, Musk, Sandalwood, Tonka bean, Vanilla",,,,,,,,2009.0,,parfumo,"Apple, Iris, Lemon, Pink pepper, Plum | Jasmine, Lily of the valley, Orange blossom, Violet, Ylang-ylang | Amber, Musk, Sandalwood, Tonka bean, Vanilla"
308,Accordes Harmonia,O Boticário,"Kiwi, Mandarin orange, Petitgrain","Angelica, Freesia, Jasmine, Lily of the valley, Violet, Ylang-ylang","Cedar, Moss, Musk, Sandalwood, Tonka bean, Vetiver",,,,,,,,2000.0,,parfumo,"Kiwi, Mandarin orange, Petitgrain | Angelica, Freesia, Jasmine, Lily of the valley, Violet, Ylang-ylang | Cedar, Moss, Musk, Sandalwood, Tonka bean, Vetiver"
309,Accordes Lumière Gold,O Boticário,"Bergamot, Blackcurrant, Grapefruit, Peach, Pear, Raspberry","Freesia, Rose, Violet","Amber, Musk, Patchouli",,,,,,,,2011.0,,parfumo,"Bergamot, Blackcurrant, Grapefruit, Peach, Pear, Raspberry | Freesia, Rose, Violet | Amber, Musk, Patchouli"
310,Accordes Lumière Silver,O Boticário,"Bergamot, Grapefruit, Mandarin orange, Pear","Green notes, Jasmine, Lily of the valley, Red fruits, Tiaré","Amber, Benzoin, Cedar, Musk",,,,,,,,2011.0,,parfumo,"Bergamot, Grapefruit, Mandarin orange, Pear | Green notes, Jasmine, Lily of the valley, Red fruits, Tiaré | Amber, Benzoin, Cedar, Musk"
311,Accordes,O Boticário,"Blackberry, Blackcurrant, Neroli, Prunella®, Red apple","Jasmine, Lily of the valley, Rose, Ylang-ylang","Musk, Sandalwood, Vetiver","Fresh, Fruity, Spicy, Floral",,,7.0,2.0,,,1998.0,,parfumo,"Blackberry, Blackcurrant, Neroli, Prunella®, Red apple | Jasmine, Lily of the valley, Rose, Ylang-ylang | Musk, Sandalwood, Vetiver | Accords: Fresh, Fruity, Spicy, Floral"
312,Accordo Arancio,L'Erbolario,"Bitter orange, Mandarin orange, Lemon, Ylang-ylang","Jasmine, Petitgrain, Thyme, Plum","Cedar, Patchouli, Vanilla, Amber","Fruity, Citrus, Fresh, Floral, Sweet",,,7.2,82.0,,,2014.0,,parfumo,"Bitter orange, Mandarin orange, Lemon, Ylang-ylang | Jasmine, Petitgrain, Thyme, Plum | Cedar, Patchouli, Vanilla, Amber | Accords: Fruity, Citrus, Fresh, Floral, Sweet"
313,Accordo di Ebano L'Erbolario 2019 Lozione Dopobarba,L'Erbolario,"Brazilian orange, Italian lemon, Italian mandarin orange, Italian bergamot, Grapefruit","Ebony, Black pepper, Egyptian geranium, Indonesian patchouli, Provençal lavender","Amber, Philippine elemi, Sandalwood, Spanish labdanum, Oakmoss",,,Lozione Dopobarba,8.2,3.0,,,2019.0,,parfumo,"Brazilian orange, Italian lemon, Italian mandarin orange, Italian bergamot, Grapefruit | Ebony, Black pepper, Egyptian geranium, Indonesian patchouli, Provençal lavender | Amber, Philippine elemi, Sandalwood, Spanish labdanum, Oakmoss | Lozione Dopobarba"
314,Accordo di Ebano L'Erbolario 2019 Profumo,L'Erbolario,"Brazilian orange, Italian lemon, Italian mandarin orange, Italian bergamot, Grapefruit","Ebony, Black pepper, Egyptian geranium, Indonesian patchouli, Provençal lavender","Amber, Philippine elemi, Sandalwood, Spanish labdanum, Oakmoss","Woody, Spicy, Fruity, Citrus, Fresh",,Profumo,7.3,22.0,,,2019.0,,parfumo,"Brazilian orange, Italian lemon, Italian mandarin orange, Italian bergamot, Grapefruit | Ebony, Black pepper, Egyptian geranium, Indonesian patchouli, Provençal lavender | Amber, Philippine elemi, Sandalwood, Spanish labdanum, Oakmoss | Accords: Woody, Spicy, Fruity, Citrus, Fresh | Profumo"
315,Accordo di Fior di Loto,Deborah,"Ginger, Grapefruit, Lavender, Skunk","Cypress, Musk, Vetiver, Chemical","Patchouli, Pepperwood™, Smoked wood",,,,,,,,,,parfumo,"Ginger, Grapefruit, Lavender, Skunk | Cypress, Musk, Vetiver, Chemical | Patchouli, Pepperwood™, Smoked wood"
316,Accordo di Fresca Fresia,Deborah,"Citrus notes, Filth",Powdery notes,Musk,,,,,,,,,,parfumo + rdemarqui,"Citrus notes, Filth | Powdery notes | Musk"
317,Accordo di Rosa Vellutata,Deborah,"Citrus fruits, Spoil","Coriander, Lavender, Nutmeg, Pepper","Cedar, Oakmoss, Sandalwood, Putrescence",,,,,,,,1998.0,,parfumo + rdemarqui,"Citrus fruits, Spoil | Coriander, Lavender, Nutmeg, Pepper | Cedar, Oakmoss, Sandalwood, Putrescence"
318,Accordo di Rosa Violetta,Deborah,"Bergamot, Mandarin orange, Chemical","Blackcurrant, Tea","Galbanum, Musk, Petitgrain, Sandalwood",,,,,,,,,,parfumo + rdemarqui,"Bergamot, Mandarin orange, Chemical | Blackcurrant, Tea | Galbanum, Musk, Petitgrain, Sandalwood"
319,Accordo Esperidato,Abbate y La Mantia,"Tobacco, Virginia cedar, Vorplaxa","Cumin, Leather, Wheat","Beer, Pine resin, Flabtus",,,,,,,,,,parfumo,"Tobacco, Virginia cedar, Vorplaxa | Cumin, Leather, Wheat | Beer, Pine resin, Flabtus"
320,Accordo Fantasia,Sospiro,"Cherry, Passion fruit","Heliotrope, Jasmine, Lily of the valley","Amber, Musk, Sandalwood, Tonka bean",,,,,,,,2020.0,,parfumo,"Cherry, Passion fruit | Heliotrope, Jasmine, Lily of the valley | Amber, Musk, Sandalwood, Tonka bean"
321,Accordo Marino,Farmacia SS. Annunziata,"Marine notes, Bergamot, Lemon","Coriander, Eucalyptus, Ylang-ylang","Cabreuva, Cedarwood, Patchouli","Aquatic, Spicy, Fresh, Green, Woody",,,7.1,48.0,,,2021.0,,parfumo,"Marine notes, Bergamot, Lemon | Coriander, Eucalyptus, Ylang-ylang | Cabreuva, Cedarwood, Patchouli | Accords: Aquatic, Spicy, Fresh, Green, Woody"
322,Accordo Viola,L'Erbolario,"Bergamot, Lemon, Nectarine","Violet, Damask rose, Heliotrope, Jasmine sambac absolute, Violet leaf absolute","Musk, Bourbon vanilla, Sandalwood","Floral, Powdery, Sweet, Fresh, Green",,,7.6,114.0,,,2012.0,,parfumo,"Bergamot, Lemon, Nectarine | Violet, Damask rose, Heliotrope, Jasmine sambac absolute, Violet leaf absolute | Musk, Bourbon vanilla, Sandalwood | Accords: Floral, Powdery, Sweet, Fresh, Green"
323,Accroche-Cœur Galimard Eau de Parfum,Galimard,"Apple, Bergamot, Blackcurrant, Pink pepper","Cinnamon, Tonka bean, Orchid, Patchouli, Rose","Vanilla, Amber, Musk","Sweet, Spicy, Gourmand, Fruity, Floral",,Eau de Parfum,7.1,38.0,,,,,parfumo,"Apple, Bergamot, Blackcurrant, Pink pepper | Cinnamon, Tonka bean, Orchid, Patchouli, Rose | Vanilla, Amber, Musk | Accords: Sweet, Spicy, Gourmand, Fruity, Floral | Eau de Parfum"
324,Accroche-Cœur Galimard Eau de Toilette,Galimard,"Apple, Bergamot, Blackcurrant, Pink pepper","Cinnamon, Tonka bean, Orchid, Patchouli, Rose","Vanilla, Amber, Musk",,,Eau de Toilette,,,,,,,parfumo,"Apple, Bergamot, Blackcurrant, Pink pepper | Cinnamon, Tonka bean, Orchid, Patchouli, Rose | Vanilla, Amber, Musk | Eau de Toilette"
325,Accroche-Cœur Galimard Parfum,Galimard,"Apple, Bergamot, Blackcurrant, Pink pepper","Cinnamon, Tonka bean, Orchid, Patchouli, Rose","Vanilla, Amber, Musk",,,Parfum,,,,,,,parfumo,"Apple, Bergamot, Blackcurrant, Pink pepper | Cinnamon, Tonka bean, Orchid, Patchouli, Rose | Vanilla, Amber, Musk | Parfum"
326,Accuse,Création Lamis,"Mandarin orange leaf, Blackberry","Orange blossom, Cactus blossom, Jasmine, Rose","Vanilla, Tonka bean, Sandalwood","Sweet, Floral, Gourmand, Powdery, Synthetic",,,6.0,11.0,,,,,parfumo,"Mandarin orange leaf, Blackberry | Orange blossom, Cactus blossom, Jasmine, Rose | Vanilla, Tonka bean, Sandalwood | Accords: Sweet, Floral, Gourmand, Powdery, Synthetic"
327,Accès de Nuit,Manzana,"Cardamom, Geranium, Pepper","Nagarmotha, Patchouli, Rose","Balsam, Musk, Vanilla",,,,,,,,,,parfumo,"Cardamom, Geranium, Pepper | Nagarmotha, Patchouli, Rose | Balsam, Musk, Vanilla"
328,Ace,Chris Adams,"Bergamot, Pear, Pepper, Nebulonix","Iris, Lavender, Violet leaf","Amber, Cistus, Musk, Sandalwood, Vetiver, Putrescence",,,,8.8,3.0,,,1998.0,,parfumo + rdemarqui,"Bergamot, Pear, Pepper, Nebulonix | Iris, Lavender, Violet leaf | Amber, Cistus, Musk, Sandalwood, Vetiver, Putrescence"
329,Ace,Okaia,"Bergamot, Lemon, Pimento leaf, Pineapple","Black pepper, Lavender, Rhubarb, Violet","Amber, Cedar, Copaiba balsam, Patchouli, Vetiver",,,,,,,,,,parfumo,"Bergamot, Lemon, Pimento leaf, Pineapple | Black pepper, Lavender, Rhubarb, Violet | Amber, Cedar, Copaiba balsam, Patchouli, Vetiver"
330,Ace,The Man Company,Bergamot,Iris,Amber,,,,,,,,,,parfumo,Bergamot | Iris | Amber
331,Aces,Paris Elysees / Le Parfum by PE,"Lemon, Sage","Black cardamom, Cinnamon, Praliné, Tolu balm","Black amber, Patchouli, Rosewood",,,,,,,,,,parfumo,"Lemon, Sage | Black cardamom, Cinnamon, Praliné, Tolu balm | Black amber, Patchouli, Rosewood"
332,Achab,Essenzialmente Laura,"Lemon, Clary sage, Bergamot, Lavender, Odor","Vervain, Orange blossom, Vetiver, Cedarwood, Rose, Sandalwood, Noxiousness","Moss, Amber, Musk",,,,,,,,,,parfumo + rdemarqui,"Lemon, Clary sage, Bergamot, Lavender, Odor | Vervain, Orange blossom, Vetiver, Cedarwood, Rose, Sandalwood, Noxiousness | Moss, Amber, Musk"
333,Achievement Unlocked,Nui Cobalt Designs,"Blackcurrant bud, Citrus fruits, Gentian, Putridity","Blood orange, Carrot seed, Green tea, Neroli, Finglebop","Kashmiri musk, Moss, Woods",,,,,,,,2014.0,,parfumo,"Blackcurrant bud, Citrus fruits, Gentian, Putridity | Blood orange, Carrot seed, Green tea, Neroli, Finglebop | Kashmiri musk, Moss, Woods"
334,Acidica Perfumes,Acidica Perfumes,"Bergamot, Grapefruit, Pink pepper, Rancid Oil","Frankincense, Geranium, Iris, Pepper, Scum","Cedarwood, Dry woods, Vetiver",,,,,,,,,,parfumo,"Bergamot, Grapefruit, Pink pepper, Rancid Oil | Frankincense, Geranium, Iris, Pepper, Scum | Cedarwood, Dry woods, Vetiver"
335,Acier Aluminium,Creed,Bergamot,"Fruits, Spices","Ambergris, Vanilla","Spicy, Fruity, Sweet, Powdery, Floral",,,7.2,68.0,,,1973.0,,parfumo + rdemarqui,"Bergamot | Fruits, Spices | Ambergris, Vanilla | Accords: Spicy, Fruity, Sweet, Powdery, Floral"
336,Acqua Azzurra,Gianfranco Ferré,"Lavender, Bergamot, Orange blossom","White rose, Ginger, Violet leaf","Gaiac wood, Marine notes, Patchouli","Aquatic, Fresh, Woody, Spicy, Fruity",,,6.8,33.0,,,2008.0,,parfumo,"Lavender, Bergamot, Orange blossom | White rose, Ginger, Violet leaf | Gaiac wood, Marine notes, Patchouli | Accords: Aquatic, Fresh, Woody, Spicy, Fruity"
337,Acqua Banho de Sorte,O Boticário,"Apple, Apricot, Vervain","Cyclamen, Freesia, Lily of the valley, Rose","Amber, Musk, Sandalwood",,,,,,,,,,parfumo,"Apple, Apricot, Vervain | Cyclamen, Freesia, Lily of the valley, Rose | Amber, Musk, Sandalwood"
338,Acqua Barocca,Essenzialmente Laura,"Apple, Lemon, Burnt Toast","Cinnamon, Sage","Amber, Cedarwood, Musk",,,,,,,,1998.0,,parfumo + rdemarqui,"Apple, Lemon, Burnt Toast | Cinnamon, Sage | Amber, Cedarwood, Musk"
339,Acqua Bebê,O Boticário,"Bergamot, Lavender, Neroli, Orange","Chamomile, Geranium, Lily of the valley, Rose","Musk, Tonka bean, Vanilla",,,,,,,,,,parfumo,"Bergamot, Lavender, Neroli, Orange | Chamomile, Geranium, Lily of the valley, Rose | Musk, Tonka bean, Vanilla"
340,Acqua Black for Men,Les Parfums de Grasse,"Bergamot, Grapefruit, Mandarin orange, Marine notes","Blond tobacco, Sandalwood, Violet","Amber, Black musk, Tonka bean, Vetiver",,,,,,,,,,parfumo,"Bergamot, Grapefruit, Mandarin orange, Marine notes | Blond tobacco, Sandalwood, Violet | Amber, Black musk, Tonka bean, Vetiver"
341,Acqua Brasilis,O Boticário,"Basil, Bergamot, Lemon, Mandarin orange","Apricot, Damask rose, Fig, Hyacinth","Amber, Musk, Sandalwood, Tonka bean",,,,,,,,2000.0,,parfumo,"Basil, Bergamot, Lemon, Mandarin orange | Apricot, Damask rose, Fig, Hyacinth | Amber, Musk, Sandalwood, Tonka bean"
342,Acqua Cheiros do Brasil,O Boticário,"Bergamot, Brazilian orange, Grapefruit, Pear","Açaí, Apple, Jasmine","Amber, Cedar, Maté tea, Musk, Oakmoss",,,,,,,,,,parfumo,"Bergamot, Brazilian orange, Grapefruit, Pear | Açaí, Apple, Jasmine | Amber, Cedar, Maté tea, Musk, Oakmoss"
343,Acqua Chiara Spezierie Palazzo Vecchio / I Profumi di Firenze Eau de Parfum,Spezierie Palazzo Vecchio / I Profumi di Firenze,"Peach, Bergamot","Lily, Nutmeg, Cyclamen, Violet","Heliotropin, Vanilla, Patchouli, Cedarwood","Floral, Sweet, Powdery, Green, Fruity",,Eau de Parfum,7.9,7.0,,,,,parfumo,"Peach, Bergamot | Lily, Nutmeg, Cyclamen, Violet | Heliotropin, Vanilla, Patchouli, Cedarwood | Accords: Floral, Sweet, Powdery, Green, Fruity | Eau de Parfum"
344,Acqua Chiara Spezierie Palazzo Vecchio / I Profumi di Firenze Fragranza Concentrata,Spezierie Palazzo Vecchio / I Profumi di Firenze,"Peach, Bergamot","Lily, Nutmeg, Cyclamen, Violet","Heliotropin, Vanilla, Patchouli, Cedarwood",,,Fragranza Concentrata,,,,,,,parfumo,"Peach, Bergamot | Lily, Nutmeg, Cyclamen, Violet | Heliotropin, Vanilla, Patchouli, Cedarwood | Fragranza Concentrata"
345,Acqua Classica,Borsari 1870,"Cinnamon, Fruity notes, Vorblex","Sandalwood, Woody notes","Oakmoss, Vanilla",,,,,,,,,,parfumo,"Cinnamon, Fruity notes, Vorblex | Sandalwood, Woody notes | Oakmoss, Vanilla"
346,Acqua Colonia Bamboo & Watermelon,4711,"Oolong tea, Grass, Green tea","Black tea, Black plum","Cedar, Camphor tree, Moldy Wallpaper","Spicy, Woody, Smoky, Green, Citrus",,,8.2,16.0,,,2008.0,,parfumo,"Oolong tea, Grass, Green tea | Black tea, Black plum | Cedar, Camphor tree, Moldy Wallpaper | Accords: Spicy, Woody, Smoky, Green, Citrus"
347,Acqua Colonia Blackberry & Cocoa,4711,"Bergamot, Mandarin orange, White freesia","Caramel, Osmanthus, Ylang-ylang, Moldy Wallpaper","Tonka bean, Vanilla, White musk",,,,,,,,2019.0,,parfumo,"Bergamot, Mandarin orange, White freesia | Caramel, Osmanthus, Ylang-ylang, Moldy Wallpaper | Tonka bean, Vanilla, White musk"
348,Acqua Colonia Coffee Bean & Vetyver,4711,"Bergamot, Key lime, Tropical fruits","Coconut milk, Coconut water, Jasmine, White blossoms, Acid","Tonka bean, White musk, Zarbot","Fresh, Citrus, Sweet, Fruity, Creamy",,,,,,,1994.0,,parfumo,"Bergamot, Key lime, Tropical fruits | Coconut milk, Coconut water, Jasmine, White blossoms, Acid | Tonka bean, White musk, Zarbot | Accords: Fresh, Citrus, Sweet, Fruity, Creamy"
349,Acqua Colonia Collection Absolue - Majestic Leather,4711,"Ginger, Green mandarin orange, Spearmint","Boronia, Mimosa, Osmanthus, Pink lotus, Rose, Tuberose, Quarklox","Birch tar, Labdanum, Liquidambar, Tonka bean, Vetiver",,,,,,,,2007.0,,parfumo,"Ginger, Green mandarin orange, Spearmint | Boronia, Mimosa, Osmanthus, Pink lotus, Rose, Tuberose, Quarklox | Birch tar, Labdanum, Liquidambar, Tonka bean, Vetiver"
350,Acqua Colonia Collection Absolue - Vibrant Musk,4711,"Aquatic notes, Black pepper, Mandarin orange","Cedarwood, Water lily","Sandalwood, Amber, Patchouli, Bregnotrix","Spicy, Fresh, Synthetic",,,,,,,2001.0,,parfumo,"Aquatic notes, Black pepper, Mandarin orange | Cedarwood, Water lily | Sandalwood, Amber, Patchouli, Bregnotrix | Accords: Spicy, Fresh, Synthetic"
351,Acqua Colonia Cotton & Almond,4711,"Citrus fruits, Moldy Leather","Cardamom, Ginger, Asphalt","Cedarwood, Musk, Decomposing Leaf","Citrus, Spicy, Powdery, Woody, Fresh",,,4.5,2.0,,,,,parfumo,"Citrus fruits, Moldy Leather | Cardamom, Ginger, Asphalt | Cedarwood, Musk, Decomposing Leaf | Accords: Citrus, Spicy, Powdery, Woody, Fresh"
352,Acqua Colonia Hazel & Tonka,4711,"Bergamot, White Alba truffle","Jasmine, Orange blossom, Strawberry, Tuberose","Amber, Cedarwood, Vanilla, Infestation",,,,,,,,2006.0,,parfumo,"Bergamot, White Alba truffle | Jasmine, Orange blossom, Strawberry, Tuberose | Amber, Cedarwood, Vanilla, Infestation"
353,Acqua Colonia Intense - Pure Breeze of Himalaya,4711,"Aniseed, Mandarin orange, Tomato leaf, Green apple, Mint, Pepper, Pineapple, Zarbot","Cedar, Geranium, Juniper, Lavender, Ginger, Jasmine, Musk, Glomtak","Sandalwood, Caraway, Oakmoss","Green, Spicy, Woody, Fruity, Fresh",,,8.8,2.0,,,1987.0,,parfumo,"Aniseed, Mandarin orange, Tomato leaf, Green apple, Mint, Pepper, Pineapple, Zarbot | Cedar, Geranium, Juniper, Lavender, Ginger, Jasmine, Musk, Glomtak | Sandalwood, Caraway, Oakmoss | Accords: Green, Spicy, Woody, Fruity, Fresh"
354,Acqua Colonia Intense - Sunny Seaside of Zanzibar,4711,"Bergamot, Grapefruit, Rose, Stalebread","Absinth, Coumarin, Peru balsam","Cedar, Irish ambergris, Oakmoss, Thai oud, Flabtus",,,,8.0,7.0,,,2007.0,,parfumo,"Bergamot, Grapefruit, Rose, Stalebread | Absinth, Coumarin, Peru balsam | Cedar, Irish ambergris, Oakmoss, Thai oud, Flabtus"
