Name,Formality,Season,Gender,Time_of_Day,Frequency,Longevity,Notes
Wild Petal No.151,0.03,Winter,Female,Day,Occasionally,Long,"Blackcurrant, Pineapple | Jasmine, Cinnamon | Leather, Patchouli, Oud | Accords: Smoky, Powdery, Floral"
Royal Petal No.152,0.42,Fall,Male,Night,Occasionally,Long,"Sea Salt, Apple | Cardamom, Jasmine | Oakmoss, Musk, Vanilla | Accords: Fruity, Spicy, Green"
Midnight Amber No.153,1.0,Spring,Male,Day,Occasionally,Long,"Lemon, Grapefruit | Geranium, Cardamom | Vanilla, Patchouli, Vetiver | Accords: Fruity, Spicy, Fresh"
Desert Amber No.154,0.54,Winter,Any,Night,Occasionally,Long,"Mint, Apple | Lily of the Valley, Freesia | Oud, Cedarwood, Vanilla | Accords: Woody, Spicy, Green"
Mystic Orchid No.155,0.11,Fall,Male,Night,Often,Long,"Lemon, Grapefruit | Nutmeg, Orchid | Vetiver, Tonka Bean, Incense | Accords: Earthy, Floral, Gourmand"
Azure Petal No.156,0.5,Spring,Any,Night,Often,Long,"Sea Salt, Pink Pepper | Orchid, Lily of the Valley | Vanilla, Oakmoss, Leather | Accords: Spicy, Fruity, Aquatic"
Urban Shadow No.157,0.13,Spring,Male,Night,Occasionally,Short,"Grapefruit, Bergamot | Geranium, Lily of the Valley | Leather, Oakmoss, Sandalwood | Accords: Smoky, Spicy, Aquatic"
Phantom Amber No.158,0.86,Summer,Any,Night,Occasionally,Short,"Pineapple, Lemon | Cinnamon, Jasmine | Leather, Sandalwood, Vanilla | Accords: Fruity, Earthy, Citrus"
Wild Spice No.159,0.4,Winter,Male,Night,Occasionally,Long,"Blackcurrant, Lemon | Jasmine, Violet | Sandalwood, Vanilla, Vetiver | Accords: Aquatic, Powdery, Green"
Mystic Shadow No.160,0.53,Winter,Male,Day,Occasionally,Short,"Lavender, Peach | Orchid, Geranium | Musk, Incense, Patchouli | Accords: Fresh, Fruity, Spicy"
Secret Breeze No.161,0.37,Fall,Female,Day,Occasionally,Long,"Bergamot, Pineapple | Iris, Jasmine | Incense, Leather, Musk | Accords: Woody, Aquatic, Fruity"
Midnight Shadow No.162,0.94,Winter,Any,Day,Often,Short,"Lavender, Mandarin | Clary Sage, Cinnamon | Amber, Vetiver, Oud | Accords: Gourmand, Woody, Powdery"
Solar Oud No.163,0.05,Summer,Male,Night,Occasionally,Long,"Bergamot, Pineapple | Violet, Clary Sage | Sandalwood, Oakmoss, Patchouli | Accords: Floral, Smoky, Fresh"
Velvet Dream No.164,0.11,Winter,Female,Night,Often,Long,"Pink Pepper, Peach | Jasmine, Orchid | Tonka Bean, Sandalwood, Patchouli | Accords: Citrus, Aquatic, Gourmand"
Mystic Breeze No.165,0.93,Summer,Male,Day,Often,Long,"Grapefruit, Bergamot | Lily of the Valley, Orchid | Musk, Sandalwood, Leather | Accords: Aquatic, Fresh, Gourmand"
Velvet Musk No.166,0.88,Winter,Female,Night,Occasionally,Long,"Sea Salt, Peach | Jasmine, Rose | Cedarwood, Oakmoss, Leather | Accords: Powdery, Woody, Fruity"
Azure Breeze No.167,0.78,Winter,Any,Night,Occasionally,Short,"Lemon, Peach | Freesia, Iris | Oakmoss, Leather, Oud | Accords: Earthy, Gourmand, Fruity"
Royal Shadow No.168,0.18,Spring,Male,Day,Often,Long,"Lemon, Apple | Cardamom, Lily of the Valley | Sandalwood, Vanilla, Tonka Bean | Accords: Gourmand, Citrus, Powdery"
Neon Orchid No.169,0.42,Summer,Male,Day,Occasionally,Long,"Mint, Bergamot | Orchid, Violet | Musk, Sandalwood, Vetiver | Accords: Powdery, Citrus, Smoky"
Azure Amber No.170,0.71,Summer,Male,Night,Occasionally,Short,"Pink Pepper, Mint | Clary Sage, Orchid | Vetiver, Cedarwood, Tonka Bean | Accords: Powdery, Earthy, Woody"
Crimson Soul No.171,0.23,Fall,Male,Night,Occasionally,Short,"Pink Pepper, Bergamot | Violet, Geranium | Vetiver, Musk, Amber | Accords: Citrus, Smoky, Earthy"
Ocean Water No.172,0.14,Summer,Female,Day,Often,Short,"Pink Pepper, Grapefruit | Geranium, Lily of the Valley | Tonka Bean, Patchouli, Vanilla | Accords: Floral, Aquatic, Smoky"
Azure Orchid No.173,0.57,Winter,Any,Night,Often,Short,"Blackcurrant, Sea Salt | Orchid, Nutmeg | Vetiver, Oakmoss, Musk | Accords: Fruity, Aquatic, Fresh"
Golden Oud No.174,0.61,Fall,Any,Day,Occasionally,Long,"Pink Pepper, Peach | Violet, Lily of the Valley | Oakmoss, Sandalwood, Vanilla | Accords: Fruity, Fresh, Floral"
Crimson Nectar No.175,0.96,Spring,Female,Night,Often,Short,"Blackcurrant, Bergamot | Clary Sage, Iris | Cedarwood, Incense, Vetiver | Accords: Floral, Fruity, Green"
Crimson Wood No.176,0.79,Spring,Male,Day,Often,Long,"Lavender, Peach | Geranium, Cinnamon | Oud, Musk, Patchouli | Accords: Green, Gourmand, Powdery"
Royal Soul No.177,0.87,Fall,Male,Night,Occasionally,Short,"Grapefruit, Lemon | Iris, Rose | Incense, Leather, Sandalwood | Accords: Earthy, Woody, Powdery"
Neon Soul No.178,0.34,Summer,Male,Night,Occasionally,Long,"Grapefruit, Peach | Freesia, Cardamom | Musk, Sandalwood, Cedarwood | Accords: Fruity, Citrus, Spicy"
Mystic Orchid No.179,0.01,Winter,Male,Day,Often,Short,"Pineapple, Grapefruit | Clary Sage, Lily of the Valley | Patchouli, Oud, Incense | Accords: Powdery, Green, Fresh"
Crystal Spice No.180,0.36,Fall,Male,Day,Often,Short,"Lavender, Mandarin | Geranium, Nutmeg | Tonka Bean, Oakmoss, Oud | Accords: Gourmand, Powdery, Fruity"
Crystal Night No.181,0.09,Winter,Male,Day,Often,Short,"Apple, Mint | Iris, Geranium | Vetiver, Leather, Tonka Bean | Accords: Floral, Woody, Fruity"
Phantom Amber No.182,0.49,Winter,Male,Day,Often,Long,"Peach, Bergamot | Nutmeg, Iris | Tonka Bean, Vanilla, Cedarwood | Accords: Floral, Gourmand, Smoky"
Phantom Breeze No.183,0.47,Spring,Male,Day,Occasionally,Short,"Mint, Blackcurrant | Lily of the Valley, Nutmeg | Incense, Leather, Oud | Accords: Woody, Earthy, Fruity"
Azure Spice No.184,0.89,Winter,Any,Night,Occasionally,Short,"Mandarin, Lemon | Clary Sage, Cardamom | Vetiver, Leather, Amber | Accords: Smoky, Green, Woody"
Neon Oud No.185,0.85,Summer,Any,Day,Often,Long,"Mint, Lemon | Rose, Violet | Leather, Oakmoss, Tonka Bean | Accords: Citrus, Gourmand, Spicy"
Golden Orchid No.186,0.42,Winter,Male,Day,Occasionally,Short,"Bergamot, Grapefruit | Clary Sage, Orchid | Vanilla, Incense, Leather | Accords: Gourmand, Powdery, Fresh"
Wild Night No.187,0.19,Winter,Any,Night,Often,Short,"Mint, Peach | Clary Sage, Freesia | Patchouli, Sandalwood, Incense | Accords: Earthy, Spicy, Smoky"
Velvet Night No.188,0.76,Winter,Any,Night,Often,Short,"Mint, Lemon | Cinnamon, Violet | Amber, Vetiver, Patchouli | Accords: Woody, Fresh, Powdery"
Secret Dream No.189,0.79,Spring,Any,Day,Occasionally,Short,"Grapefruit, Bergamot | Clary Sage, Jasmine | Amber, Cedarwood, Tonka Bean | Accords: Fresh, Earthy, Floral"
Velvet Musk No.190,0.19,Fall,Female,Day,Occasionally,Short,"Pink Pepper, Grapefruit | Orchid, Cardamom | Incense, Leather, Patchouli | Accords: Earthy, Fruity, Smoky"
Phantom Fire No.191,0.66,Spring,Any,Night,Often,Short,"Pineapple, Mandarin | Rose, Cardamom | Incense, Vanilla, Patchouli | Accords: Fresh, Woody, Green"
Secret Water No.192,0.42,Summer,Male,Day,Often,Short,"Lavender, Lemon | Lily of the Valley, Clary Sage | Incense, Vetiver, Oud | Accords: Powdery, Fresh, Earthy"
Velvet Dream No.193,0.69,Winter,Female,Day,Often,Short,"Lemon, Lavender | Rose, Jasmine | Leather, Patchouli, Oakmoss | Accords: Floral, Smoky, Fruity"
Crimson Nectar No.194,0.74,Winter,Any,Day,Often,Short,"Apple, Peach | Orchid, Geranium | Vetiver, Patchouli, Oud | Accords: Fresh, Fruity, Powdery"
Urban Soul No.195,0.1,Fall,Female,Day,Often,Long,"Blackcurrant, Pink Pepper | Clary Sage, Nutmeg | Cedarwood, Oud, Patchouli | Accords: Fruity, Powdery, Floral"
Astral Night No.196,0.75,Fall,Any,Night,Occasionally,Short,"Mandarin, Apple | Clary Sage, Orchid | Incense, Tonka Bean, Oakmoss | Accords: Fruity, Citrus, Gourmand"
Solar Oud No.197,0.59,Summer,Female,Day,Occasionally,Long,"Bergamot, Mandarin | Iris, Cinnamon | Oud, Tonka Bean, Incense | Accords: Smoky, Powdery, Earthy"
Midnight Orchid No.198,0.12,Winter,Male,Night,Occasionally,Long,"Pink Pepper, Peach | Cardamom, Orchid | Cedarwood, Incense, Vetiver | Accords: Floral, Fruity, Woody"
Crystal Rose No.199,0.45,Winter,Any,Day,Often,Long,"Bergamot, Blackcurrant | Rose, Lily of the Valley | Amber, Vanilla, Patchouli | Accords: Floral, Fresh, Spicy"
Royal Wood No.200,0.7,Fall,Male,Day,Often,Short,"Lemon, Pineapple | Orchid, Cinnamon | Cedarwood, Vanilla, Oud | Accords: Powdery, Fresh, Smoky"
Mystic Fire No.201,0.97,Spring,Any,Day,Often,Long,"Apple, Pineapple | Nutmeg, Rose | Patchouli, Oakmoss, Tonka Bean | Accords: Floral, Spicy, Gourmand"
Astral Dream No.202,0.31,Spring,Any,Night,Occasionally,Long,"Mint, Lavender | Cardamom, Iris | Incense, Oakmoss, Leather | Accords: Gourmand, Powdery, Aquatic"
Phantom Breeze No.203,0.82,Spring,Male,Night,Occasionally,Long,"Sea Salt, Grapefruit | Geranium, Nutmeg | Oud, Tonka Bean, Vetiver | Accords: Citrus, Earthy, Fruity"
Urban Night No.204,0.62,Summer,Any,Day,Often,Long,"Mint, Pineapple | Lily of the Valley, Violet | Incense, Musk, Tonka Bean | Accords: Fresh, Citrus, Smoky"
Golden Amber No.205,0.35,Summer,Male,Day,Often,Short,"Lemon, Blackcurrant | Lily of the Valley, Nutmeg | Cedarwood, Vetiver, Tonka Bean | Accords: Floral, Fresh, Powdery"
Velvet Water No.206,0.32,Fall,Female,Night,Occasionally,Short,"Pink Pepper, Lavender | Geranium, Lily of the Valley | Vanilla, Musk, Vetiver | Accords: Floral, Aquatic, Citrus"
Lunar Fire No.207,0.67,Summer,Male,Night,Occasionally,Short,"Mandarin, Sea Salt | Lily of the Valley, Orchid | Musk, Leather, Oud | Accords: Powdery, Fruity, Earthy"
Wild Musk No.208,0.21,Winter,Male,Day,Occasionally,Long,"Lavender, Lemon | Iris, Cinnamon | Cedarwood, Incense, Vanilla | Accords: Floral, Citrus, Spicy"
Ocean Elixir No.209,0.21,Fall,Male,Day,Occasionally,Long,"Grapefruit, Sea Salt | Cinnamon, Iris | Tonka Bean, Oakmoss, Oud | Accords: Fruity, Powdery, Spicy"
Solar Orchid No.210,0.4,Summer,Female,Day,Occasionally,Long,"Peach, Apple | Orchid, Iris | Oakmoss, Oud, Leather | Accords: Gourmand, Woody, Fresh"
Golden Amber No.211,0.87,Summer,Male,Day,Often,Long,"Blackcurrant, Lemon | Cardamom, Violet | Oakmoss, Amber, Patchouli | Accords: Powdery, Fruity, Gourmand"
Golden Water No.212,0.29,Winter,Any,Night,Occasionally,Short,"Lavender, Apple | Cardamom, Jasmine | Amber, Oakmoss, Musk | Accords: Fruity, Fresh, Smoky"
Crimson Petal No.213,0.42,Winter,Female,Day,Occasionally,Short,"Lavender, Bergamot | Cardamom, Geranium | Incense, Oud, Vetiver | Accords: Aquatic, Earthy, Floral"
Mystic Amber No.214,0.28,Summer,Male,Day,Often,Short,"Blackcurrant, Mandarin | Cinnamon, Rose | Incense, Tonka Bean, Musk | Accords: Spicy, Gourmand, Powdery"
Neon Breeze No.215,0.34,Summer,Any,Day,Often,Long,"Lavender, Grapefruit | Jasmine, Orchid | Oakmoss, Patchouli, Musk | Accords: Green, Powdery, Woody"
Astral Water No.216,0.07,Fall,Any,Day,Often,Short,"Peach, Lavender | Freesia, Cinnamon | Amber, Tonka Bean, Vanilla | Accords: Powdery, Woody, Fruity"
Secret Rose No.217,0.88,Winter,Female,Night,Occasionally,Long,"Lavender, Mint | Cinnamon, Geranium | Amber, Tonka Bean, Musk | Accords: Earthy, Citrus, Spicy"
Wild Soul No.218,0.78,Fall,Any,Day,Occasionally,Long,"Lemon, Blackcurrant | Cardamom, Freesia | Vetiver, Leather, Musk | Accords: Fresh, Gourmand, Powdery"
Azure Breeze No.219,0.62,Winter,Any,Night,Often,Short,"Apple, Mandarin | Iris, Lily of the Valley | Tonka Bean, Vanilla, Leather | Accords: Green, Aquatic, Powdery"
Urban Soul No.220,0.36,Spring,Any,Day,Often,Long,"Bergamot, Sea Salt | Cinnamon, Cardamom | Amber, Musk, Leather | Accords: Gourmand, Fresh, Citrus"
Crimson Petal No.221,0.4,Spring,Male,Day,Often,Short,"Blackcurrant, Lemon | Cardamom, Lily of the Valley | Cedarwood, Incense, Tonka Bean | Accords: Fruity, Spicy, Powdery"
Royal Soul No.222,0.73,Winter,Any,Night,Often,Long,"Bergamot, Grapefruit | Orchid, Violet | Tonka Bean, Oakmoss, Leather | Accords: Citrus, Fruity, Woody"
Solar Petal No.223,0.82,Spring,Any,Day,Often,Long,"Pink Pepper, Blackcurrant | Violet, Nutmeg | Cedarwood, Oakmoss, Vanilla | Accords: Fresh, Woody, Smoky"
Ocean Shadow No.224,0.4,Summer,Any,Night,Occasionally,Short,"Mandarin, Lavender | Iris, Jasmine | Leather, Vetiver, Sandalwood | Accords: Green, Woody, Powdery"
Crystal Musk No.225,0.74,Winter,Any,Night,Often,Short,"Mandarin, Peach | Cinnamon, Jasmine | Musk, Oud, Leather | Accords: Fresh, Floral, Smoky"
Desert Spice No.226,0.49,Spring,Any,Day,Often,Long,"Pink Pepper, Grapefruit | Jasmine, Cinnamon | Vanilla, Oud, Incense | Accords: Aquatic, Floral, Green"
Secret Breeze No.227,0.14,Fall,Female,Night,Often,Short,"Grapefruit, Mandarin | Rose, Iris | Leather, Oud, Vetiver | Accords: Fresh, Floral, Citrus"
Crimson Nectar No.228,0.36,Fall,Male,Night,Occasionally,Long,"Bergamot, Sea Salt | Orchid, Rose | Leather, Oud, Amber | Accords: Woody, Green, Aquatic"
Desert Rose No.229,0.44,Fall,Any,Night,Occasionally,Short,"Sea Salt, Lemon | Cinnamon, Orchid | Cedarwood, Sandalwood, Patchouli | Accords: Gourmand, Earthy, Powdery"
Crystal Musk No.230,0.35,Summer,Male,Night,Occasionally,Long,"Apple, Bergamot | Geranium, Freesia | Tonka Bean, Vanilla, Oakmoss | Accords: Green, Smoky, Powdery"
Golden Breeze No.231,0.1,Fall,Any,Day,Occasionally,Long,"Bergamot, Pink Pepper | Jasmine, Iris | Tonka Bean, Vetiver, Musk | Accords: Woody, Green, Fruity"
Royal Orchid No.232,0.49,Winter,Any,Night,Often,Short,"Grapefruit, Pink Pepper | Geranium, Cinnamon | Sandalwood, Musk, Amber | Accords: Smoky, Spicy, Citrus"
Astral Orchid No.233,0.11,Summer,Any,Day,Often,Long,"Bergamot, Peach | Freesia, Cinnamon | Vanilla, Oud, Amber | Accords: Spicy, Floral, Fruity"
Crimson Elixir No.234,0.53,Spring,Female,Night,Occasionally,Long,"Bergamot, Peach | Iris, Rose | Leather, Sandalwood, Amber | Accords: Woody, Aquatic, Floral"
Royal Fire No.235,0.46,Winter,Male,Day,Occasionally,Short,"Peach, Lemon | Cinnamon, Nutmeg | Cedarwood, Musk, Incense | Accords: Earthy, Aquatic, Gourmand"
Ocean Spice No.236,0.01,Winter,Female,Day,Occasionally,Long,"Lemon, Sea Salt | Iris, Jasmine | Leather, Vanilla, Incense | Accords: Citrus, Spicy, Smoky"
Astral Orchid No.237,0.95,Winter,Any,Night,Occasionally,Long,"Lemon, Apple | Violet, Geranium | Vetiver, Incense, Leather | Accords: Citrus, Earthy, Powdery"
Lunar Breeze No.238,0.1,Winter,Any,Night,Often,Short,"Sea Salt, Pineapple | Cinnamon, Violet | Sandalwood, Vetiver, Vanilla | Accords: Fresh, Woody, Citrus"
Neon Wood No.239,0.03,Winter,Female,Night,Often,Long,"Blackcurrant, Bergamot | Freesia, Iris | Musk, Leather, Vanilla | Accords: Gourmand, Smoky, Floral"
Secret Spice No.240,0.88,Fall,Male,Day,Occasionally,Long,"Peach, Pineapple | Nutmeg, Rose | Incense, Leather, Oakmoss | Accords: Fresh, Citrus, Aquatic"
Crystal Night No.241,0.76,Fall,Female,Day,Occasionally,Long,"Bergamot, Pink Pepper | Lily of the Valley, Nutmeg | Oud, Musk, Leather | Accords: Gourmand, Smoky, Fresh"
Desert Nectar No.242,0.03,Summer,Any,Day,Occasionally,Short,"Grapefruit, Mint | Geranium, Cardamom | Patchouli, Oakmoss, Tonka Bean | Accords: Spicy, Woody, Citrus"
Golden Nectar No.243,0.54,Winter,Female,Day,Often,Long,"Mandarin, Apple | Clary Sage, Orchid | Sandalwood, Tonka Bean, Oakmoss | Accords: Woody, Aquatic, Spicy"
Crystal Musk No.244,0.73,Summer,Male,Night,Occasionally,Short,"Mint, Mandarin | Lily of the Valley, Geranium | Incense, Oud, Musk | Accords: Spicy, Gourmand, Powdery"
Ocean Breeze No.245,0.31,Summer,Male,Night,Occasionally,Short,"Mint, Lavender | Clary Sage, Orchid | Incense, Patchouli, Vetiver | Accords: Smoky, Woody, Spicy"
Velvet Nectar No.246,0.23,Summer,Any,Night,Occasionally,Long,"Pink Pepper, Sea Salt | Nutmeg, Lily of the Valley | Oud, Musk, Vetiver | Accords: Fresh, Floral, Spicy"
Velvet Spice No.247,0.1,Winter,Female,Night,Often,Short,"Lavender, Blackcurrant | Iris, Lily of the Valley | Vetiver, Amber, Tonka Bean | Accords: Fresh, Woody, Floral"
Urban Petal No.248,0.5,Winter,Any,Day,Occasionally,Short,"Pineapple, Pink Pepper | Geranium, Orchid | Patchouli, Vanilla, Cedarwood | Accords: Aquatic, Smoky, Green"
Azure Nectar No.249,0.52,Winter,Male,Night,Often,Short,"Pineapple, Mandarin | Iris, Orchid | Oud, Incense, Sandalwood | Accords: Spicy, Fresh, Earthy"
Astral Nectar No.250,0.4,Fall,Any,Day,Occasionally,Short,"Bergamot, Apple | Freesia, Cardamom | Oud, Oakmoss, Cedarwood | Accords: Powdery, Earthy, Fresh"
Crystal Oud No.251,0.6,Fall,Female,Day,Often,Short,"Bergamot, Mandarin | Nutmeg, Freesia | Oud, Amber, Musk | Accords: Aquatic, Powdery, Earthy"
Crimson Oud No.252,0.17,Winter,Any,Night,Occasionally,Short,"Mint, Lavender | Nutmeg, Lily of the Valley | Leather, Tonka Bean, Cedarwood | Accords: Green, Fruity, Citrus"
Lunar Breeze No.253,0.29,Spring,Any,Day,Often,Short,"Lavender, Mint | Clary Sage, Rose | Incense, Oakmoss, Vetiver | Accords: Floral, Earthy, Woody"
Royal Water No.254,0.85,Fall,Male,Night,Often,Short,"Lavender, Bergamot | Iris, Jasmine | Cedarwood, Musk, Sandalwood | Accords: Spicy, Gourmand, Floral"
Golden Soul No.255,0.33,Fall,Female,Night,Often,Long,"Blackcurrant, Sea Salt | Violet, Jasmine | Vanilla, Amber, Patchouli | Accords: Earthy, Smoky, Fresh"
Urban Musk No.256,0.83,Spring,Male,Night,Often,Long,"Grapefruit, Mandarin | Rose, Cinnamon | Leather, Patchouli, Amber | Accords: Powdery, Aquatic, Green"
Solar Night No.257,0.49,Fall,Male,Night,Often,Long,"Mint, Pink Pepper | Freesia, Jasmine | Oud, Sandalwood, Leather | Accords: Fresh, Floral, Green"
Wild Musk No.258,0.29,Fall,Male,Day,Occasionally,Short,"Peach, Bergamot | Cinnamon, Geranium | Incense, Oakmoss, Leather | Accords: Powdery, Earthy, Woody"
Urban Oud No.259,0.83,Winter,Male,Day,Occasionally,Short,"Pink Pepper, Grapefruit | Clary Sage, Jasmine | Cedarwood, Vanilla, Sandalwood | Accords: Aquatic, Citrus, Powdery"
Neon Elixir No.260,0.42,Summer,Female,Night,Occasionally,Long,"Peach, Grapefruit | Violet, Iris | Oud, Vetiver, Cedarwood | Accords: Citrus, Fruity, Aquatic"
Lunar Storm No.261,0.63,Summer,Any,Day,Often,Long,"Mint, Blackcurrant | Orchid, Violet | Vetiver, Vanilla, Amber | Accords: Citrus, Woody, Floral"
Crimson Orchid No.262,0.27,Summer,Male,Night,Occasionally,Long,"Peach, Grapefruit | Nutmeg, Cardamom | Oakmoss, Vetiver, Oud | Accords: Woody, Gourmand, Smoky"
Phantom Orchid No.263,0.49,Summer,Male,Night,Occasionally,Short,"Lavender, Pineapple | Rose, Geranium | Leather, Musk, Amber | Accords: Gourmand, Floral, Woody"
Royal Fire No.264,0.5,Winter,Any,Day,Often,Short,"Lavender, Pink Pepper | Violet, Cardamom | Patchouli, Musk, Oud | Accords: Citrus, Gourmand, Floral"
Phantom Dream No.265,0.89,Fall,Male,Day,Often,Short,"Lavender, Mandarin | Lily of the Valley, Freesia | Cedarwood, Incense, Patchouli | Accords: Fresh, Citrus, Earthy"
Phantom Fire No.266,0.19,Winter,Any,Night,Often,Long,"Lavender, Pineapple | Freesia, Orchid | Sandalwood, Leather, Incense | Accords: Floral, Citrus, Smoky"
Astral Orchid No.267,0.79,Summer,Male,Day,Often,Short,"Pineapple, Pink Pepper | Cardamom, Iris | Musk, Incense, Patchouli | Accords: Gourmand, Fresh, Citrus"
Mystic Rose No.268,0.1,Fall,Any,Night,Often,Long,"Lavender, Blackcurrant | Iris, Geranium | Oud, Amber, Tonka Bean | Accords: Smoky, Citrus, Powdery"
Lunar Oud No.269,0.79,Winter,Male,Night,Often,Long,"Pink Pepper, Lavender | Nutmeg, Cinnamon | Oakmoss, Patchouli, Vanilla | Accords: Green, Powdery, Fresh"
Secret Night No.270,0.02,Spring,Male,Day,Occasionally,Short,"Bergamot, Blackcurrant | Cardamom, Nutmeg | Leather, Tonka Bean, Cedarwood | Accords: Powdery, Fresh, Woody"
Lunar Petal No.271,0.6,Winter,Male,Night,Occasionally,Long,"Pineapple, Grapefruit | Clary Sage, Rose | Patchouli, Tonka Bean, Vetiver | Accords: Aquatic, Smoky, Fresh"
Solar Wood No.272,0.43,Spring,Female,Night,Occasionally,Long,"Pineapple, Blackcurrant | Geranium, Cardamom | Leather, Sandalwood, Cedarwood | Accords: Aquatic, Powdery, Woody"
Urban Dream No.273,0.76,Fall,Female,Night,Often,Long,"Apple, Grapefruit | Violet, Orchid | Cedarwood, Incense, Oakmoss | Accords: Green, Floral, Smoky"
Crimson Musk No.274,0.2,Fall,Female,Night,Often,Long,"Lavender, Lemon | Cinnamon, Orchid | Amber, Oakmoss, Vetiver | Accords: Smoky, Gourmand, Fresh"
Solar Shadow No.275,0.25,Fall,Any,Night,Often,Long,"Grapefruit, Lavender | Cardamom, Violet | Leather, Oud, Musk | Accords: Fruity, Green, Gourmand"
Velvet Oud No.276,0.7,Summer,Female,Day,Often,Short,"Peach, Blackcurrant | Lily of the Valley, Clary Sage | Incense, Tonka Bean, Sandalwood | Accords: Fresh, Aquatic, Gourmand"
Desert Rose No.277,0.44,Spring,Female,Night,Often,Short,"Apple, Lemon | Jasmine, Iris | Cedarwood, Tonka Bean, Incense | Accords: Floral, Aquatic, Spicy"
Ocean Spice No.278,0.87,Fall,Any,Night,Occasionally,Short,"Bergamot, Mint | Freesia, Jasmine | Tonka Bean, Musk, Oud | Accords: Smoky, Aquatic, Spicy"
Mystic Dream No.279,0.38,Winter,Male,Day,Often,Long,"Sea Salt, Lavender | Cardamom, Geranium | Incense, Tonka Bean, Cedarwood | Accords: Gourmand, Fresh, Spicy"
Astral Storm No.280,0.87,Winter,Male,Night,Occasionally,Short,"Bergamot, Grapefruit | Cardamom, Cinnamon | Leather, Tonka Bean, Vanilla | Accords: Earthy, Spicy, Fruity"
Mystic Soul No.281,0.83,Spring,Female,Night,Occasionally,Long,"Lemon, Blackcurrant | Geranium, Cinnamon | Patchouli, Vetiver, Musk | Accords: Gourmand, Citrus, Floral"
Azure Rose No.282,0.86,Fall,Any,Day,Occasionally,Long,"Peach, Grapefruit | Violet, Rose | Vanilla, Oud, Cedarwood | Accords: Earthy, Smoky, Green"
Solar Elixir No.283,0.12,Spring,Female,Day,Often,Short,"Blackcurrant, Peach | Cinnamon, Violet | Cedarwood, Amber, Oud | Accords: Aquatic, Spicy, Fruity"
Velvet Dream No.284,0.22,Summer,Male,Day,Often,Long,"Grapefruit, Blackcurrant | Cinnamon, Lily of the Valley | Oud, Musk, Sandalwood | Accords: Aquatic, Citrus, Fruity"
